"min_simulated_corr","max_simulated_corr","prob_engaged_given_none","prob_engaged_given_low_effort","prob_engaged_given_high_effort","RR_primary","RR_secondary","prob_avail","power_primary","power_secondary"
0.655509043636711,0.671406081696916,0.15,0.21,0.16,1.23333333333333,1.3125,1,0.886666666666667,0.894666666666667
