"min_simulated_corr","max_simulated_corr","prob_engaged_given_none","prob_engaged_given_low_effort","prob_engaged_given_high_effort","RR_primary","RR_secondary","prob_avail","power_primary","power_secondary"
0.651860131796642,0.672593563086163,0.2,0.267,0.21,1.1925,1.27142857142857,0.8,0.856,0.857333333333333
